review_id,location,rating,review_date,review_text
292,Florida,5.0,2014-12-11,We visited Studio Theme park and Islands of Adventure with our two twenty-something daughters following a cruise.  Had a blast. Went for Harry Potter because it is new since last visit and because my kids are really of the Harry Potter generation.  My list of do's  1. Stay at Hard Rock. Get express pass. 2. Use the early entry. 3. Do all the Harry Potter stuff early before it is too congested. 4. Drink alcohol. Because you can! Great benefit of this park.  Best rides -- in order.  1. Minion ride 2. Dragon Roller Coaster -- red one 3. Rockit Coaster 4. Mummy ride 5. Simpson ride 6. Gringotts ride -- kind of a stomach turner 7. Hulk coaster 8. Other Harry Potter ride 9. The wand thing 10. Spiderman ride 11. Transformer ride  Thing is the simulation rides start wearing you out. So you gotta space them out. Food in park is good and cheaper than City Walk. Plus there are bars and alcohol in park. Happy Hour at Backwater Bar.
293,Florida,5.0,2014-12-19,"Returned to both Studios and IOA aftre a 6 year break and forgot how much I love this place. The Parks have a more chilled out feel than Disney, but in my opinion they are as beautifully created and maintained, if not more-so. As there were only 2 of us this time, we invested in the Express pass which cost about $200inc taxes and I wasn't sure if this was a wise move as the Parks were pretty quiet, but on hindsight I think it was indulgent but smart because we got to do all the rides on both parks, many of them 2 or 3 times in one day, literally walking on to every ride with the exception of the Potter rides. But we didn't mind a bit of queuing for these as Universal have thoughfully created a true experience from the minute you arrive at the ride.I'm not a HP afficienado but their attention to detail was incredible, and I would imagine if you are really into the HP franchise then there is tons of quirky details that would keep you entertained as you wait for the ride, The rides themselves were really good, and Universal have really perfected the 3D interactive ride experience - one cannot compare say. Soarin at Disney with the HP Forbidden Journey ride albiet they are similar types of rides.Well done Universal!! One quick tip - on our 2nd visit, we didn't invest in Express and did single rider on both HP rides and walked straight onto the ride, but you do miss the overall experience - at least you have the option, which Disney have stopped on a lot of their busier rides. Transformers 3D, Rocket and Despicable Me were all new attractions to us and all awesome in their own right.Plus I was really glad that old the old favourites were still there with the exception of the Jaws ride which is a shame as I am a huge fan of the film, but it was a very slow loading ride and I can uinderstand why Universal have utiilised the space with the new attractions. Really, really impressed with what Universal have done with these two parks and in stark contrast to the Disney Parks where little has changed in 6 years and if anything they have gone back-over with their new Fastpass system. Our No 1 Orlando destination - no question,."
294,Florida,5.0,2014-12-19,"Extremely clean,well run facility,exceeded my expectations,all the staff was friendly and helpful.Food and drinks were all top quality,Harry Potter side was amazing,the attention to detail,including the construction fit and finish was impressive.Enjoyed all the rides,including the crazy roller coasters!Don't go here if you are looking for a cheap day out,they are not shy with the ticket prices,all in all,was an excellent experience,definitely way more to see and do than can be done in one day!"
295,Florida,5.0,2014-12-23,"Great rides, great shows, great food and all around great family fun with something for all ages. A definite must."
296,Florida,4.0,2014-12-28,"We went with our 9 year old, 7 year old and my inlaws over Christmas. To keep our sanity we bought Express passes which were well worth the money but expensive - albeit cheaper than a divorce lawyer! Harry Potter is very crowded but worth the queue for fans. Gringots ride worth a wait. Some imaginative merchandising saw my wife spend a fortune. Away from that we enjoyed Transformers and Simpsons rides!"
297,Florida,5.0,2014-12-28,"This park has less rides than IOA, but my kids love the ones they do have. If you have younger kids, definitely check out Fievel's play area. If you are going to Diagon Alley, plan on it being very crowded. Check out everything...lots of people miss out on the quirky stuff because they are in such a hurry. Relax and look around. Be aware that Knockturn Alley can be a little dark for the little ones. If you haven't watched the movies before, you will still enjoy Diagon Alley, but you will enjoy it more if you watch them first. The train ride from Diagon Alley to Hogsmeade is different than the ride from Hogsmeade to Diagon Alley so take both of them...look out the ""window"" but also keep your eye on your door ""window""."
298,Florida,3.0,2014-12-29,"99% over priced shops themed around their various media properties and a few rides you can wait hours to ride. Did I mention the crowds? And the lines? Even to get into a shop? The highlight was duff brewery cause after paying what we paid to get in I needed a beer and to say ""dooh""!"
299,Florida,5.0,2014-12-30,"rides are great, fun, but lines are very long during peak season, popular ones like Harry Potter, Dispicable Me, and Transformer are at least an hour wait, sometimes can be two hours wait time. Get Express ticket if you want to avoid the long lines and ride as many as you want during the day."
300,Florida,4.0,2014-12-30,"It is worth the trip just to see the new Diagon Alley area and experience the new Escape from Gringott's ride. Really well done. Get a wand that allows you to do magic at many shops, try the exciting flavors of ice cream, and just be a kid again. lots of rides for the hard core thrill seekers. Be careful when you go, it can get very crowded. If staying on site, definitely take advantage of early admission and express passes."
301,Florida,5.0,2015-01-03,had a really great time first visit will definitely return everything exceeded my expectation family fun for everyone
302,Florida,5.0,2015-01-04,"If you want a real adventure and want to the get the best of all action and sci-fi movies from Universal, this is the place. You will get to experience the best of everything related to Universal at this place. Transformers, Shrek, Harry potter, just to name a few were the best rides i enjoyed. Apart from that the water park that was another end of the park. Paid $175 for it and had a lot of fun and excitement. All worth it. The best rides, 3D theatres, Water park, Roller coasters etc, all come packed in this place. I experienced 4 different Roller Coasters and it was amazing. It has restaurants into it going with the theme of the ride. For Example If you are touring Harry potter, The place will look like a complete copy of what you see in the movie. The restaurants and the people look as if they have come out of the movie. 1 day is not enough to experience it all and i didn't have time to go through all the rides. I was lucky to have as there were not many people in the queue. Harry potter was the one in demand as you start the ride from an actual Train so had to wait for an hour. Overall Great Experience. The best part is Universal changes its themes every few months so as new movies come in, so does a small real world for them and we get to experience it. Their park was so detailed and the staff was awesome. Will definitely go Again."
303,Florida,5.0,2015-01-04,"Lots to see and do. Rides are excellent. Something for everyone, from little kids to adults. Lots of roller coaster and simulator rides. My teenagers loved it!"
304,Florida,5.0,2015-01-09,"It took over 30 years to get to Orlando and it was all about getting to see Mickey and the gang (which was a disappointment - read in one of my other reviews). Lucky for us, we also wanted to see Universal. Universal ROCKS! Both parks! We had so much fun, we are planning to go again next year and make it a full week of it. I'll try to stick to the Universal and do up another review for the other park. Everything about Universal is down to a science. From arriving at the multilevel parking lot, to the security checks, to the ticket booths, CITY WALK, and finally going through the turnpikes. It is all well executed and planned. Then utter chaos as thousands of people go nuts at the park! When you walk into Studios, make a beeline for Despicable Me! Get into it early and experience it right away, the lines will not get smaller as the day goes on. Other must rides - Transformer, Crustyland, Hollywood Ripride Rockit, and the must see Diagon Alley and the Gringotts ride! Talking about Diagon - Potter World on both sides is amazing! My wife isn't even familiar with Potter but she was thoroughly impressed with the remake of the villages at Universal. I can go on about all the stuff to do but I think I will share with you the survival strategies. If you want to spend the cash, get the Express pass - it helps on most rides except in Harry Potter's world. If you want to save some cash, you can do the single park tickets but that means you can't ride the Hogwarts Express Train. This is where they sucker you for a bunch of bucks! If you want to experience Potter, you need the Park-to-Park pass. Oh BTW, the more days you buy the cheaper per day it gets. Now, arrive early! The earlier the better. Be the first ones in the park if you want to get on any of the rides - especially in peak season. If you can go off-peak, you will have the park to yourself. Arrange to take a long lunch break and maybe get in a nap during the high-temperature hours. Go back late afternoon until closing. You will find that most people with small kids will be leaving as you are returning to the park. This helps reduce your wait times and you get to see the park in a whole new ""light!"" The park really is fun once the sun drops! Especially in Diagon Alley! Pick up your marauder's map and Swear to No Good and have a great time! Orlando is UNIVERSAL! Sorry Mickey - at least you have your Princesses."
305,Florida,5.0,2015-01-10,Very expensive but express pass well worth it. You get to enjoy day. Only ridiculous waits were harry potter experiences where express passez not accepted. The train was cool but unreasonable wait
306,Florida,5.0,2015-01-12,"An excellent place to spend a few days on your vacation. The two Universal parks are very different in nature, so prepare ahead of time by looking at the online guides and maps. Hollywood Studios is more shows, medium thrill rides, and places to sit and relax/eat (with a couple of roller coaster rides). Adventure Island is geared more toward rides and thrills. Hogwarts and Harry Potter spans both parks, with the majority of the shops and atmospheric street section on the Hollywood Studios side. VERY dark and wonderful area. Even the crowds added to the atmosphere..you really feel like you're shopping for your owl, wand, and ""stuff"" to make your stay at Hogwarts more comfortable! Escape from Gringott's is spectacular fun. Hogwart's Express Train to the other park is great fun. **Warning**: there are a LOT of stairs to climb..both up and down. If you have anyone in the party who has trouble with stairs, there are lifts.  We had 2 seniors who weren't keen on rides, but loved the shows and walking down the ""old time"" streets, 2 adults who loved everything, and 3 adult mentally challenged men who were in 7th heaven all day. As with Disney, there is a lot of walking to do to get into the park, and around, but it's certainly worth it. Buying tickets online and either printing yourself, or picking up at the ""will call kiosk"" saves you $20 off the gate price and is easy to do."
307,Florida,5.0,2015-01-12,"Well, Since 2005 I've been at Universal 9 times so it is clearly our favorite theme park. This time we had a few issues, but the gust relations service is taking very good care of us. The Harry Potter atractions are simply amazing, and I only miss the Back to the Future ride, which turned into The Simpsons ride a few years ago. It's a nice one, my wide loves it, but BTTF was just awesome. For those who have lived the 80's it was a very nice one. The one I can't explain how can it still have people interested on is the MIB. That one is not worth a 1 minute line for me."
308,Florida,5.0,2015-01-14,"This place is seriously well made! I prefer this to Disneyland as it's cheaper, and well suited for older kids. Disney is more for younger children who still believe in magic (Unless you're going to the studios part..) I love the food, the kindness, the atmosphere! Too amazing! I love this place and I will be coming back soon!"
309,Florida,3.0,2015-01-18,"We've been here quite a few times before but were lured back to see the second part of the Harry Potter expansion. Our adult children had not been to the parks in quite some time and we only had one day and they wanted to see both parts. The cost was almost $600 for tickets for that one day; an extra $35 each to be able to ride the train and go to both parks. Diagon Ally was essentially one new ride (The Gringotts Bank ride lasted all of about 90 seconds) and a bunch of shops and atmosphere. Hogsmeade is essentially one new ride (Hogwarts), a few reworked old rides and a bunch of shops and atmosphere. I felt like I spent $125 for the four of us to ride a train. Worth one trip, period. You have to walk through the entire park to get to the HP areas (very smart, Universal because a lot of the other stuff is truly bogus or meant for small children). The other thing I noticed is that there were not many benches or other places to sit if you had to wait for others in your party to get off of a ride (I think this is to keep the visitors spending in the shops).  I don't think I will be back."
310,Florida,4.0,2015-01-23,"My family and I absolutely loved universal studios.We loved it so much we returned in Nov/14.Bring plenty of spending money as food,drinks, etc can get pricey like any theme park.I would recommend universal studios to my family and friends."
311,Florida,5.0,2015-01-24,"This was my favorite park of the two. I like the 3D animated rides that tell you a story. They do have a few older rides that really need updated, but the newer ones are very cool. I would recommend doing the park fast pass if you can. We got it included with our room staying in Park property hotel and it was so worth it. I think there where only 3 rides you could not use it on and they where all in Harry Potter. The rest you can and you just show it and get in a special line. We never waited more than 20 minutes and some of the rides had posted 60-90 min waits. We where easily able to do everything in one day and a few rides twice with these, not the case without."
312,Florida,4.0,2015-01-24,"We only had one day to visit, so we paid $229 PER ticket for an express pass to both parks figuring that we could get in most of the attractions faster and ride most of them. It wasn't until we got to the Harry Potter attractions and asked the attendant where the express pass line was, that we were told the outrageously priced tickets that we purchased did not cover the Harry Potter rides and we would have to wait in the regular lines, which were 60-70 minutes all day. When I told the attendant that we were not told this, he said ""it's written on the ticket."" Hello Universal, how can you read the ticket until you have purchased it and they give it to you? And it is buried in the rest of the fine print along with the verbiage that you can be injured and die and you accept full responsibility. I really feel this was deceptive, deceitful, sneaky and greedy. We likely won't be back. Fair warning to everyone else. Other than that, the new part of Harry Potter was well done. Some of the other attractions definitely need replacement or upgrading."
313,Florida,5.0,2015-01-26,Universal is so much fun! There's so much to do and see and is perfect for all ages - would definitely recommend getting fast passes if it's not too expensive as they make the day so much better because you save so much time in the queues and it means you are more likely to go on every ride you want to.
314,Florida,5.0,2015-01-27,We had fun at Universal just wished we had booked two day at their parks. We didn't get to do everything
315,Florida,5.0,2015-01-28,"We spent three full days at the park and were very impressed with how clean and how enthusiastic most of the workers were. We stayed for the movie and fireworks the first night and it was very enjoyable. By far being Harry Potter fans we enjoyed Diagon Alley and Hogsmeade the most. The Forbidden forest ride was awesome--even enjoyed walking through the castle to see the things along the walk that entertain you as you wait. Dragon challenge added fun roller coaster thrills and Escape from Gringotts was also great. Everytime we went on the train between the two places we would see something new. We enjoyed the food at the three broomsticks more than the leakey cauldron as one of the party loves turkey legs--which were excellent. We tried all three types of butterbeer and liked them all. In the other part of the parks we liked the transformer ride, and the animal actor show a lot. We did the ET ride for nostalgia as we all loved the movie. Some of the rides were awful though--Twister was the worst as they herd you into one area and then another area and then you get to stand to watch a lame storm and lightning and trees falling over. We did not have small children in the group so have no information about the rides for little kids. All in all we had a great time and would return again. There is a lot of walking involved in the park experience so make sure you have good shoes."
316,Florida,5.0,2015-02-02,"Loved the newest attractions of Harry Potter! WOW! They've done such a wonderful job from the beginning when you walk around the corner, you're transformed into a different world! They've tied it all together and the Gringotts ride is amazing! We ate at the ""Leaky Cauldron"" and had a beer there too! We also did the thrill rides too, very, very good! You have to have a 2 park ticket to ride the ""Hogwart's Express""! Fun for all ages!"
317,Florida,5.0,2015-02-07,"We've been coming here for years, but we usually only get either a one or two day 2 park ticket. This year we were staying for the whole week, so we got 7 day 2 park tickets. That was the best thing we couldn't done. We came specifically to go to the new Harry Potter park in the Studios park. It did NOT disappoint! It is a fantastic park, better than the Hogwarts one in islands of adventure in all but one respect. The Forbidden Journey ride in the Castle is still fantastic after all this time, but the Gringott's ride is not worth the wait. It's boring and the time you spend in line is boring as well. I know no one expects the time you spend in line to be fun or interesting, but the line for Forbidden Journey is fun once you get into the greenhouse. While the greenhouse could use some more interesting plants, etc., the castle is fantastic! I love going through Dumbledore's office and the part where they have a video of Harry Hermione and Ron talking to you and it starts to snow. That is definitely magical, even though I've been on that ride several times. I'm telling everyone I know not to bother going on the Gringott's ride unless there is NO line. Other than that, everything is incredible! I do not know how they could've possibly made it better. The only things that had disappointed me the first time we went to the Harry Potter park at islands of adventure was that they had very few stores with stuff you could buy and they didn't have a train ride. They have addressed both issues wonderfully. The train ride is fun to take each way and the new Diagon Alley park is so much fun. It is full of stores where you can buy all kinds of wizarding supplies. My favorites were Quality Quidditch supplies and Fortescue's Ice Cream. The ice cream was delicious and you can get strawberry and chocolate, just like Harry. I like that you can get all kinds of quidditch related shirts at Quality Quidditch Supplies, including t-shirts from the world cup! Tons of people were purchasing entire wizard outfits and walking around the park in them, so that, of course, added to the fun. There are also interactive things you can do in the streets(alley) and you can also go looking for dark things down Knockturn Alley. It was so much fun. We used our 7 day pass by going first thing in the morning every day as soon as they opened and going on as many rides as we could before 10 am. If you stay at a Universal hotel you can actually get in an hour earlier than that. Around 10 am, the park starts to get more busy, but since we've already filled our ride cravings, we just relax and walk around the park for a while before heading out. A few days, we ended our park day by going to the movie theater next to the entrance and seeing a movie before heading back to our hotel. A tip: we do not bring any bags with us so we do not have to stand in the bag line. It gets us on the rides much quicker. The one thing I was sad about was how hard it was to find my favorite Harry Potter candy, Pepper Imps. They were not to be found in any of the Harry Potter stores but, thankfully, I found them in one of the stores in the other side of the park."
318,Florida,4.0,2015-02-08,We had a great time spending the day at the park. The park was only open till 6 so it was a bit rushed but the day went by quickly and everyone had a great time..
319,Florida,5.0,2015-02-11,"Not only is Universal awesome, its simply a better value than Disney. The one day ticket is about the same but when you expand it to a 3 day ticket its hard to beat. The Harry Potter World is simply the best attraction I have ever seen in any park in my 37 years of life. Incredible and not to be missed. If you have children that are 7 or older, you might want to consider this park instead of the traditional disney visit.  We had a great time and we will most definitely be going back."
320,Florida,5.0,2015-02-12,This was our third visit to this park. We see something new each time we visit. It is best to go during the off-season if you can. The crowds are much smaller and lines are shorter.
321,Florida,4.0,2015-02-14,"Shrek, Horror Make-up, Disaster. The restaurants were pricey as expected. The lines were short this time of year."
322,Florida,4.0,2015-02-15,"So many worlds to explore. Just enjoy yourself and do as much as you can. Try not to rush and pay attention to show, parade and ride times"
323,Florida,5.0,2015-02-15,"Guess I hit it at the right time, the most time waited on a line was 15 minutes! Transformers 3D was Excellent!"
324,Florida,3.0,2015-02-16,"Stayed at Cabana Beach Hotel. Plain rooms, ugly dining area, nice pool, good bus service to park. Park has great architectural features, especially in the Harry Potter area, and was very clean. We were very disappointed with the downtime of some of the features. In the two days we were there, the escalators were down twice as were the moving sidewalks, the Hogwarth Express between the parks went down after we waited in the line for a half hour, several of the rides were down when we were in the park (Twister, Disaster, Transformers). You understand machines may have downtime, but when you pay this kind of money for a limited time to enjoy all the available features, you don't have to accept it.  Make sure you understand all the options when you make your reservations. The reservation people in St. Louis have probably never been to the park and don't understand how all the options interact. In retrospect, we would have chosen the upgraded hotel which includes some of the options for which we paid extra.  Also, we would not have gotten the dinner package. In order for it to be economical, you need to use all features completely. We tried to get a drink at one of the food carts. Turns out this particular food cart only accepted cash. The next one was out of the product we wanted. Just too much trouble.  In summary, very neat place but go but get a book before you decide to sign up. The park doesn't provide much detail, so we picked up a book by Kelly Monaghan that was very helpful."
325,Florida,5.0,2015-02-18,"I had a great time when I went to universal studios, and the rides were great. The lines got long but that's the same at every park. It's a great way to become part of the movie excitement or experience. Go ahead and take your family!"
326,Florida,5.0,2015-02-19,"It's a nice place in the off season....Just don't go during Halloween nights or around Christmas weeks until after New Years, it's good for a few weeks until mardi crowded nights on the weekends. We have a season pass. Been too all the Disney stuff but we like Universal the best overall the parks here in Orlando. Disney parks are okay if ya never been there, animal kingdom is just like abig zoo but not worth the money to me but a good time is had with kids. For teens go to Unaversal both parks with at least two day pass but three days is better to make it through long lines in the busy season. For example you can wait for Harry Potter rides for 3 hours during busy times or during off season can wait for 30 min. My favorite rides at Universal is all of them! Universal city walk has great places too eat too but bring a big wallet. Everything is overpriced in the whole place, just bring in your back pack a lot of snacks and just split meal. It's all fun."
327,Florida,2.0,2015-02-20,Can't event repeat how much it cost our family of 5 for the day for just Island of adventure park. 75% of the park is food or stores while only 25% are actual rides. We bought the fast pass so the kids wouldn't be discouraged waiting on lines but not sure we actually needed them for all that money and the lines weren't as bad as they could have been. The Jurassic ride the kids were forward to closed. We could have done so many things with all the money we spent for only one day in Universal.
328,Florida,5.0,2015-02-21,"This amusement park is top class, with a theme that is nicely held together through the entire park. The attractions are top class and in a good variety. Our 5 year old tried everything except the Mummy. The tour around the film sets was all about selling of course, but was a great tour still with a lot of interesting things to see, from film sets, attractions, filming tricks and some history."
329,Florida,5.0,2015-02-24,Went to Florida in the middle of winter to escape all the snow in Jersey. I enjoyed all the rides and Harry Potter was my favorite. 2 Hulk and 1 Spiderman ride made me throw up but the fun didn't stop there. I had water and ate a little and I was back in action! lol
330,Florida,4.0,2015-02-28,"Is the park expensive as pointed out by some disgruntled reviewers? Sure! But look at the expense of keeping the park up to the expected standards of cleanliness, and reliable operation; not to mention logistics and staff/performer pay. Is it a cash cow with opportunities to give up your cash at every turn? Sure! But what business doesn't charge what the market will bear? The entertainment provided was almost uniformly good and, despite the fact that I'm 62, I thoroughly enjoyed my time here - So much for one reviewer who feels that this is no place for a childless couple! I don't enjoy thrill simulators, but my wife does so I found other stuff to do, and we both enjoyed the ""kiddie"" entertainments. I would go so far as to say that, if you can't find a couple of days fun and entertainment here, without necessarily spending a dime on anything but food/drink, you may be a humorless grouch. Personally, I even had great fun in Woody Woodpecker's Kidzone and the Simpsons section of World Expo, which were primarily intended for a younger demographic or Simpsons fans! The Wizarding World of Harry Potter was so exceptionally well-done that it was probably our favorite area. Having seen everything we wanted to see, and knowing that changes would be minimal in the near future, we might not be back; but we still had fun."
331,Florida,5.0,2015-03-03,"Universal is a great park for families and people of all ages. Our family first visited this park when our kids ""outgrew"" the Magic Kingdom. I was astounded at how much better the rides are at Universal. The first time we went on the Spiderman ride I'm sure I left my jaw on the floor of the cart. Most of the rides are fast and furious, so buckle up, hold on, be amazed. The only show I would not see again is the Sinbad stunt show, which was seriously so boring that I felt sorry for the actors. A word about Harry Potter. We visited for the first time when the Harry Potter rides were only in the ""Islands of Adventure"" park. The last time we visited in November 2014 the newest Harry Potter rides were open in Diagon Alley, WHICH IS IN THE OTHER UNIVERSAL STUDIOS PARK! SO, to do all the Harry Potter rides in one day, you will need a two park pass. You will not be able to go on the Hogwart's Express train unless you have a two park pass as this is the ""ticket"" to get on the train. This doesn't seem to be explained on their website, and I would think it would be disappointing to not be able to go on the train, especially as it is one of the biggest Harry Potter icons. We made the decision to spend the extra money, and were able to purchase an ""upgrade pass"" to the other park at the Hogwart's Express ticket booth (an extra $140 for 3 people). Since we did this after lunch we had to wait in a very long line to board the ""train"" to the other park as most people were switching between parks around mid-day). I would recommend at least 2 days, as you will need two days to do it all (we did 2 parks in one day, but only went on the major rides, used the front of the line passes, and race-walked from one ride to the next. We left at close of day, just in time to see the fireworks out the rear window."
332,Florida,5.0,2015-03-10,"We have actually placed our review on both Universal parks already. And sharing our opinion of recent stay at Hyatt Place near Universal we mentioned that it was just a short walk to the Parks, but forgor to provide you, folks, with a navigation. Here it is. If you happened to stay at Hyatt Place Universal or Holiday Inn & Suites Main Gate, to get to the Parks you first have to cross Major Blvr, then (Double Tree Hotel at the Entrance to Universal's guests can join here), right there, cross Kirkman Road and keep strait along Major Blvr. until next crossroads (just two min), and there turn left on Universal Blvr. for another 2 or 3 minutes walk. Follow Valet Parking sign to make your walk shorter. From Hyatt (the most distant of all three hotels) it took us less than 20 min. to get there. Enjoy it!"
333,Florida,5.0,2015-03-10,"The parks and city walk were great. Wish the weather was warmer and there was more sun. We celebrated our 36th anniversary. The hotel gave us buttons to wear and all the staff wished us good wishes. We loved the Harry potter @ The Island of adventure, but the one at Universal park was closed for repairs. The parks were very clean and welcoming. hope to return in better weather. We definitely recommend the express pass and meal plan card. We would like to stay at the park in a hotel again...maybe one a bit less expensive that Portifinio"
334,Florida,5.0,2015-03-17,Loved Everything! Lines were not outrageous and loved that they created lines inside with atmosphere to keep you occupied while you wait. It also keeps you cool! Harry Potter was amazing!
335,Florida,5.0,2015-03-18,"For the third year in a row my wife Sarah & I visited Orlando and Universal Studios is a must-do for me as a huge movie buff and also for Sarah who is a big fan of the Harry Potter books & films. We visited in June of 2014 in the hope that Diagon Alley would be open but alas it was not to be. We returned last month and finally rode the Hogwarts Express which was not a disappointment. Diagon Alley is an amazing achievement (as is the whole park!) and even as a non-Potter fan it's difficult not to get caught up in it all. Try the peanut butter & strawberry ice cream from Florean Fortescue's - it's fantastic. I had to try a Flaming Moe in Springfield USA but was disappointed to be charged nearly $10 including tax for what is essentially an orange soda with a little dry ice in a themed cup.  Photo ops with various Universal characters are common - I had my obligatory pic with ""Doc Brown"" by the DeLorean - and the superstar parade is great fun. Looking forward to going back in a few years when we will have our first born to take with us - he's due in May (this trip was our last hurrah before parenthood!!!).  If you're travelling from the UK try magicaltickets.co.uk for your park passes - we have used them for all our Orlando trips with no problems and the prices are very competitive."
336,Florida,5.0,2015-03-18,"I was so excited to visit Universal Studios and Islands of Adventure. I went with my almost-eight-year old and her cousins and aunt and uncle: 10 people all together! My eight -year-old was just barely tall enough for all the rides so I caution families with young children to watch out for the height limits and make use of the child swap lines in some of the rides. We did all the Harry Potter and hit the highlights at Universal Studios in one day. All other reviews are correct in saying that it's too much to expect to get all parks done in one day, but I felt we did everything we wanted to, and still ate at the Three Broomsticks and had ice cream later. So, I loooooved the new Diagon Alley It was too fabulous. You must go. Hogsmeade and the train ride were also a delight. The Forbidden Journey in the castle in Hogsmeade was perhaps the ""urp""iest ride... Still way cool and exciting and scream-inducing but also your lunch might jiggle around a bit and make you feel sick. We also loved Transformers and the rest of the party loved The Mummy Returns as well. Really awesome 3D effects in all of them. Will so go again. And maybe take it easier on the butterbeer before riding the Forbidden Journey!"
337,Florida,5.0,2015-03-19,"My adult daughter wanted to see the Harry Potter, so unlike our usual trips to Florida to visit the Mouse, we went to Universal Studios. Since Harry was our main reason for visiting, I'll talk about Diagon Alley first. The facades that make up the stores, restaurant, and ride, are beautifully detailed. That being said, there are not enough places for nonriders of Gringott's to wait. There are very few benches. My daughter commented that since there are so many facades that do not have stores, seating could easily be added. There are wands for sale, generally between $36 - $44. The wands are interactive at numerous spots throughout the section. However, after waiting your turn to do the same action as the previous half dozen or so Wizards, there is no mystery as to what is going to happen. The requisite robes are available from child size to adult 4X. Most sell for $109. They are made of polyester, which I think would be ridiculously hot to wear in Florida weather. But, not only did we see whole families with wands and robes, many also had scarves around their necks. I suspect heat exhaustion is a common occurrence in Diagon Alley. The only ride in Diagon Alley is in Gringott's Bank. The theming is remarkable and the chandeliers are gorgeous. My only regret is that you can't carry a camera with you to take photos of the queue, because all loose articles must be left in a locker or with a non rider.  Several of the rides throughout the park require that loose articles be placed in a locker or with a non rider. When we first got to the park, since our hotel room wasn't ready, we took the carry on with us and put it in a locker at the park entrance. I would suggest that you take a picture of the locker number, if you take advantage of one of these lockers because at the end of the day, after using about 6 lockers located at individual rides, we couldn't remember the number of the original locker. We almost couldn't get our stuff back. If we hadn't finally remembered the locker number, we would have had to wait until our things went to lost and found after the park closed, to be retrieved the next day.  While I am still a Mouse girl, I did enjoy my visit to Universal Studios."
338,Florida,2.0,2015-03-22,"Valet parking is excellent but universal is noisy, dirty and full of long queues and fed up looking staff. Really disappointed by the whole experience couldn't find anywhere to sit and eat so left about 3pm. Spent my whole life believing the hype and saved long to bring my children. I will try Islands of Adventure as I have stupidly bought 14 day passes for the whole family but have no idea how anyone could spend more than a few hours in this place without going nuts, never will return."
339,Florida,5.0,2015-03-23,With the new add ons this park is better than Islands in my opinion. I loved the Transformers Ride and the Simpsons area. Looking forward to going back!
340,Florida,2.0,2015-03-24,"We had been at many of the attractions around Orlando all week and were looking forward to visiting Universal Studios.  We queued up for a while (not too long) and noted the cost for 1 park for a day and though that's a bit expensive considering the size of a park against Disney.  Secondly we noticed that you don't get any free fast passes for rides so have to pay nearly double for this making is ridiculously expensive.  I decided not to go in due to the crowds and price, I'm glad I didn't as fellow travellers said that unless you got a fast pass you waited forever to get on rides."
341,Florida,5.0,2015-03-25,Had a wonderful time at Universal Studios is a great time! The roller coasters are so much fun. The new Diagon Alley section of Harry Potter World looks just like in the movies. The food is just like an English Pub. We really enoyed it and the entire family had fun.
342,Florida,5.0,2015-03-26,"Good old Universal is still awesome, more so than ever before. Remember that Islands of Asventure is a separate park that requires a separate ticket, just 5 minutes walking over the bridge from Universal. You can do both in one day if you purchase the express pass (highly recommended) but you should probably start with Islands of Adventure in the Wizarding World of Harry Potter and ride the Forbidden Journey because that ride gets long lines and does not accepr express passes. After you are done with Islands of Adventure come to Universal and ride: despicable Me Minion Mania, Hollywood Rip Ride Rockit, Revenge of the Mummy, Transformers 3D, Springfield, Men in Black Alien Attack and E.T. Adventure (because it's a classic). If you have spare time you may also consider Shrek 4D (show), Terminator 2 3D (show) and Twister (show). Overall great park with tons of dun things to do."
343,Florida,5.0,2015-03-28,"Our visit to Universal Studios was great. My husband and I had a great time. We enjoyed so much TRANSFORMERS, HARRY POTTER, SPIDERMAN, THE SIMPSONS, SHREK...and if you are into more adrenaline you cannot miss HULK."
344,Florida,3.0,2015-03-31,"Ive been to Florida and the parks quite often with my own family. U we never took our kids as infants and I see why quite clearly now. Anyway you cut it the day is long and juggling having an infant is tough on both mom and grandparents. I must admit the park staff was gay about allowing parent share which is having one parent ride then once exited the other parent can ride. Better than waiting in long lines all day. We hit all the main attractions but took us with walking and waits from 9am to 9pm. You couldn't do this any faster without Express Pass which is cost prohibitive in my opinion. Renting an electric cart is a blessing and to be honest I'd get one, without canopy, even if it was for you ger families. Great place to relax and sit when only concrete is available. So in a nutshell, go in offseason, rent electric chair, don't buy Express Pass and kids should be 12-13 at least for Universal."
345,Florida,5.0,2015-04-03,"We came here primarily for the new Harry Potter area - Diagon Alley and were not disappointed. Honestly, could have stayed in just one area and never gotten sick of it. The amount of authentic detail was amazing. I probably spent way more than I should have as every shop had something interesting and must-have (if you are a Harry Potter fan). We also loved the puppet and singing shows by the Gringotts money exchange. My husband is a huge Simpsons fan so we did eventually venture out of this area and he really loved that area as well. I would recommend getting the unlimited express pass if you plan on coming at a busy time of year (especially if you have kids) as the lines for some rides were very long (at times over a 100 minutes). Had a blast and can't wait to come back again."
