request_id,created_date,borough,descriptor
64129201,2025-02-19T12:31:57.000,QUEENS,Pothole
64129154,2025-02-19T12:36:59.000,MANHATTAN,Failed Street Repair
64133797,2025-02-19T12:43:26.000,QUEENS,Pothole
64121812,2025-02-19T12:48:12.000,QUEENS,Pothole
64126200,2025-02-19T12:51:29.000,BRONX,Pothole
64123115,2025-02-19T12:52:14.000,QUEENS,Pothole
64122634,2025-02-19T12:53:07.000,MANHATTAN,Blocked - Construction
64124645,2025-02-19T13:10:17.000,BRONX,Pothole
64130667,2025-02-19T13:17:12.000,BROOKLYN,Cave-in
64129204,2025-02-19T13:17:25.000,BROOKLYN,Pothole
64133443,2025-02-19T13:21:47.000,QUEENS,Plate Condition - Noisy
64133638,2025-02-19T13:37:17.000,QUEENS,Blocked - Construction
64132425,2025-02-19T13:42:14.000,MANHATTAN,Pothole
64124646,2025-02-19T13:43:42.000,MANHATTAN,Pothole
64132383,2025-02-19T13:45:43.000,MANHATTAN,Pothole
64122643,2025-02-19T13:45:48.000,QUEENS,Defective Hardware
64129089,2025-02-19T13:48:27.000,STATEN ISLAND,Failed Street Repair
64124447,2025-02-19T13:53:29.000,BRONX,Defacement
64141533,2025-02-19T14:08:16.000,BROOKLYN,Pothole
64135015,2025-02-19T14:09:23.000,BROOKLYN,Pothole
64137802,2025-02-19T14:10:35.000,BROOKLYN,Pothole
64133783,2025-02-19T14:14:28.000,BROOKLYN,Pothole
64129269,2025-02-19T14:20:42.000,BROOKLYN,Pothole
64130653,2025-02-19T14:24:33.000,QUEENS,Cave-in
64138949,2025-02-19T14:27:56.000,QUEENS,Pothole
64137576,2025-02-19T14:28:31.000,QUEENS,Pothole
64141532,2025-02-19T14:29:35.000,BROOKLYN,Pothole
64134984,2025-02-19T14:30:07.000,BROOKLYN,Pothole
64135002,2025-02-19T14:34:46.000,QUEENS,Pothole
64133637,2025-02-19T14:35:22.000,BROOKLYN,Blocked - Construction
64134983,2025-02-19T14:38:04.000,BROOKLYN,Pothole
64125841,2025-02-19T14:40:19.000,BROOKLYN,Cave-in
64124741,2025-02-19T14:41:39.000,STATEN ISLAND,Pothole
64140365,2025-02-19T14:42:29.000,QUEENS,Pothole
64142900,2025-02-19T14:42:56.000,QUEENS,Pothole
64135001,2025-02-19T14:43:21.000,QUEENS,Pothole
64137548,2025-02-19T14:43:50.000,QUEENS,Pothole
64127582,2025-02-19T14:44:46.000,QUEENS,Cave-in
64121840,2025-02-19T14:47:35.000,MANHATTAN,Crash Cushion Defect
64132105,2025-02-19T14:54:13.000,QUEENS,Cave-in
64133817,2025-02-19T14:56:11.000,MANHATTAN,Pothole
64124678,2025-02-19T14:56:46.000,MANHATTAN,Pothole
64144269,2025-02-19T14:56:48.000,BROOKLYN,Pothole
64124753,2025-02-19T14:57:03.000,MANHATTAN,Pothole
64127724,2025-02-19T14:57:26.000,MANHATTAN,Pothole
64133802,2025-02-19T14:57:43.000,MANHATTAN,Pothole
64124787,2025-02-19T14:58:05.000,MANHATTAN,Pothole
64132393,2025-02-19T14:58:19.000,MANHATTAN,Pothole
64126278,2025-02-19T14:58:41.000,MANHATTAN,Pothole
64127843,2025-02-19T14:59:20.000,MANHATTAN,Pothole
64129267,2025-02-19T14:59:35.000,MANHATTAN,Pothole
64126454,2025-02-19T14:59:52.000,MANHATTAN,Pothole
64133809,2025-02-19T15:00:07.000,MANHATTAN,Pothole
64132308,2025-02-19T15:00:21.000,MANHATTAN,Pothole
64123280,2025-02-19T15:00:39.000,MANHATTAN,Pothole
64132480,2025-02-19T15:00:54.000,MANHATTAN,Pothole
64126277,2025-02-19T15:01:07.000,MANHATTAN,Pothole
64122675,2025-02-19T15:01:13.000,QUEENS,"Rough, Pitted or Cracked Roads"
64132386,2025-02-19T15:08:44.000,QUEENS,Pothole
64124224,2025-02-19T15:22:49.000,QUEENS,Cave-in
64122649,2025-02-19T15:24:05.000,MANHATTAN,Defective Hardware
64126069,2025-02-19T15:27:23.000,QUEENS,Blocked - Construction
64127618,2025-02-19T15:29:29.000,QUEENS,Failed Street Repair
64126070,2025-02-19T15:35:00.000,STATEN ISLAND,Defective Hardware
64132106,2025-02-19T15:35:43.000,STATEN ISLAND,Failed Street Repair
64132380,2025-02-19T15:37:27.000,QUEENS,Pothole
64133811,2025-02-19T15:37:30.000,BROOKLYN,Pothole
64133568,2025-02-19T15:37:39.000,STATEN ISLAND,Cave-in
64130549,2025-02-19T15:41:13.000,STATEN ISLAND,Failed Street Repair
64126071,2025-02-19T15:41:31.000,BRONX,Line/Marking - After Repaving
64124209,2025-02-19T15:42:20.000,BROOKLYN,Blocked - Construction
64133636,2025-02-19T15:44:24.000,BROOKLYN,Blocked - Construction
64130666,2025-02-19T15:45:41.000,BROOKLYN,Blocked - Construction
64133572,2025-02-19T15:45:46.000,STATEN ISLAND,Defective Hardware
64123133,2025-02-19T15:51:27.000,QUEENS,Pothole
64132248,2025-02-19T16:09:55.000,MANHATTAN,Failed Street Repair
64124433,2025-02-19T16:14:13.000,MANHATTAN,Defective Hardware
64127479,2025-02-19T16:17:17.000,MANHATTAN,Defective Hardware
64131949,2025-02-19T16:18:41.000,MANHATTAN,Plate Condition - Noisy
64129231,2025-02-19T16:19:49.000,MANHATTAN,Pothole
64126203,2025-02-19T16:24:39.000,QUEENS,Pothole
64124743,2025-02-19T16:36:10.000,QUEENS,Pothole
64126237,2025-02-19T16:41:39.000,QUEENS,Pothole
64133571,2025-02-19T16:50:34.000,MANHATTAN,Defective Hardware
64132396,2025-02-19T16:51:07.000,QUEENS,Pothole
64130726,2025-02-19T16:55:30.000,BROOKLYN,Pothole
64123114,2025-02-19T16:55:48.000,QUEENS,Pothole
64129365,2025-02-19T16:56:11.000,STATEN ISLAND,Pothole
64128964,2025-02-19T16:56:46.000,QUEENS,Cave-in
64128965,2025-02-19T16:59:25.000,QUEENS,"Rough, Pitted or Cracked Roads"
64126236,2025-02-19T17:00:49.000,STATEN ISLAND,Pothole
64124754,2025-02-19T17:06:50.000,BROOKLYN,Pothole
64133441,2025-02-19T17:07:01.000,QUEENS,Plate Condition - Noisy
64123106,2025-02-19T17:08:23.000,BROOKLYN,Pothole
64132182,2025-02-19T17:12:09.000,BROOKLYN,Defective Hardware
64125658,2025-02-19T17:13:07.000,QUEENS,Plate Condition - Noisy
64130801,2025-02-19T17:20:21.000,BROOKLYN,Pothole
64133796,2025-02-19T17:39:55.000,QUEENS,Pothole
64127298,2025-02-19T18:10:01.000,MANHATTAN,Plate Condition - Noisy
64124357,2025-02-19T18:21:42.000,STATEN ISLAND,Cave-in
64129153,2025-02-19T18:23:37.000,MANHATTAN,Defective Hardware
64126308,2025-02-19T18:27:48.000,BROOKLYN,Pothole
64129390,2025-02-19T18:39:18.000,BROOKLYN,Pothole
64123105,2025-02-19T18:41:00.000,BROOKLYN,Pothole
64124679,2025-02-19T18:42:30.000,BROOKLYN,Pothole
64132307,2025-02-19T18:44:49.000,MANHATTAN,Pothole
64123169,2025-02-19T18:47:58.000,MANHATTAN,Pothole
64121821,2025-02-19T18:48:05.000,MANHATTAN,Pothole
64127723,2025-02-19T18:52:09.000,MANHATTAN,Pothole
64126276,2025-02-19T18:58:04.000,QUEENS,Pothole
64127776,2025-02-19T18:59:01.000,BROOKLYN,Pothole
64127720,2025-02-19T19:02:08.000,QUEENS,Pothole
64124210,2025-02-19T19:29:04.000,STATEN ISLAND,Cave-in
64133640,2025-02-19T19:30:02.000,BRONX,"Rough, Pitted or Cracked Roads"
64126165,2025-02-19T19:51:49.000,QUEENS,Pothole
64124742,2025-02-19T20:02:07.000,QUEENS,Pothole
64124644,2025-02-19T20:05:46.000,BRONX,Pothole
64123167,2025-02-19T20:50:45.000,QUEENS,Pothole
64123127,2025-02-19T21:01:33.000,MANHATTAN,Pothole
64123166,2025-02-19T21:03:19.000,QUEENS,Pothole
64123165,2025-02-19T21:14:10.000,QUEENS,Pothole
64132181,2025-02-19T21:36:25.000,MANHATTAN,Cave-in
64130254,2025-02-19T21:41:15.000,MANHATTAN,Plate Condition - Noisy
64132192,2025-02-19T21:44:20.000,QUEENS,Failed Street Repair
64124212,2025-02-19T21:50:54.000,MANHATTAN,Cave-in
64133639,2025-02-19T22:05:19.000,BROOKLYN,Defective Hardware
64130152,2025-02-19T22:23:56.000,MANHATTAN,Plate Condition - Noisy
64130905,2025-02-19T22:25:37.000,BRONX,Pothole
64132379,2025-02-19T22:29:39.000,STATEN ISLAND,Pothole
64127722,2025-02-19T22:39:04.000,MANHATTAN,Pothole
64134980,2025-02-19T22:55:13.000,BRONX,Pothole
64126453,2025-02-19T22:55:39.000,STATEN ISLAND,Pothole
64137546,2025-02-19T22:56:16.000,BRONX,Pothole
64126164,2025-02-19T23:08:03.000,QUEENS,Pothole
64128781,2025-02-19T23:52:20.000,MANHATTAN,Plate Condition - Noisy
64133814,2025-02-20T00:25:35.000,STATEN ISLAND,Pothole
64132306,2025-02-20T00:34:49.000,QUEENS,Pothole
64132300,2025-02-20T00:37:47.000,QUEENS,Pothole
64148471,2025-02-20T00:40:24.000,MANHATTAN,Pothole
64145893,2025-02-20T00:41:14.000,MANHATTAN,Pothole
64123103,2025-02-20T00:54:06.000,STATEN ISLAND,Pothole
64122640,2025-02-20T01:04:51.000,BROOKLYN,Defective Hardware
64133810,2025-02-20T02:53:31.000,BROOKLYN,Pothole
64130908,2025-02-20T02:54:48.000,BROOKLYN,Pothole
64193594,2025-02-20T06:34:54.000,QUEENS,Pothole
64185382,2025-02-20T06:35:22.000,QUEENS,Pothole
64189545,2025-02-20T06:35:55.000,QUEENS,Pothole
64190840,2025-02-20T06:36:24.000,QUEENS,Pothole
64189565,2025-02-20T06:37:14.000,QUEENS,Pothole
64193527,2025-02-20T06:37:36.000,QUEENS,Pothole
64186731,2025-02-20T06:37:53.000,QUEENS,Pothole
64188154,2025-02-20T06:38:11.000,QUEENS,Pothole
64189544,2025-02-20T06:38:57.000,QUEENS,Pothole
64188153,2025-02-20T06:42:47.000,QUEENS,Pothole
64188152,2025-02-20T06:44:10.000,QUEENS,Pothole
64189543,2025-02-20T06:46:41.000,QUEENS,Pothole
64188124,2025-02-20T06:46:59.000,QUEENS,Pothole
64192275,2025-02-20T06:47:14.000,QUEENS,Pothole
64189564,2025-02-20T06:48:45.000,QUEENS,Pothole
64192274,2025-02-20T06:50:00.000,QUEENS,Pothole
64184021,2025-02-20T06:50:32.000,QUEENS,Pothole
64184020,2025-02-20T06:51:14.000,QUEENS,Pothole
64183997,2025-02-20T06:51:32.000,QUEENS,Pothole
64190837,2025-02-20T06:51:48.000,QUEENS,Pothole
64144707,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64144717,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64145731,2025-02-20T07:00:00.000,STATEN ISLAND,Wear & Tear
64145891,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64145892,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64147219,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64147236,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64148304,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64148521,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64149585,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64149807,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64149808,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64149809,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64149810,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64150893,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64152284,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64152285,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64152286,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64152363,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64152364,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64152365,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64153357,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64153415,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64153541,2025-02-20T07:00:00.000,STATEN ISLAND,Pothole
64137896,2025-02-20T07:10:28.000,QUEENS,Cave-in
64176716,2025-02-20T07:17:21.000,QUEENS,Pothole
64182097,2025-02-20T07:17:51.000,QUEENS,Pothole
64179509,2025-02-20T07:18:32.000,QUEENS,Pothole
64172809,2025-02-20T07:19:13.000,QUEENS,Pothole
64179508,2025-02-20T07:19:53.000,QUEENS,Pothole
64176860,2025-02-20T07:20:32.000,QUEENS,Pothole
64178198,2025-02-20T07:21:03.000,QUEENS,Pothole
64180952,2025-02-20T07:21:35.000,QUEENS,Pothole
64172808,2025-02-20T07:22:32.000,QUEENS,Pothole
64182285,2025-02-20T07:22:55.000,QUEENS,Pothole
64143339,2025-02-20T07:32:27.000,BROOKLYN,Cave-in
64142279,2025-02-20T07:33:39.000,BROOKLYN,Cave-in
64138240,2025-02-20T07:35:15.000,BROOKLYN,Cave-in
64134054,2025-02-20T07:36:36.000,BROOKLYN,Cave-in
64142901,2025-02-20T07:40:07.000,QUEENS,Pothole
64137803,2025-02-20T08:05:12.000,BROOKLYN,Pothole
64134989,2025-02-20T08:09:50.000,QUEENS,Pothole
64142983,2025-02-20T08:17:30.000,QUEENS,Cave-in
64138168,2025-02-20T08:17:48.000,QUEENS,Cave-in
64141932,2025-02-20T08:24:45.000,BROOKLYN,Pothole
64134026,2025-02-20T08:25:20.000,QUEENS,Cave-in
64134495,2025-02-20T08:26:12.000,BROOKLYN,Cave-in
64143611,2025-02-20T08:36:09.000,MANHATTAN,Cave-in
64138874,2025-02-20T08:36:37.000,MANHATTAN,Crash Cushion Defect
64135211,2025-02-20T08:39:03.000,MANHATTAN,Pothole
64139505,2025-02-20T08:42:46.000,QUEENS,Failed Street Repair
64143433,2025-02-20T08:45:03.000,BROOKLYN,Blocked - Construction
64143434,2025-02-20T08:48:21.000,BROOKLYN,Failed Street Repair
64139399,2025-02-20T08:48:51.000,BROOKLYN,Cave-in
64135236,2025-02-20T08:49:13.000,BROOKLYN,Pothole
64135004,2025-02-20T08:54:03.000,QUEENS,Pothole
64136461,2025-02-20T08:56:45.000,QUEENS,Pothole
64141931,2025-02-20T08:58:16.000,QUEENS,Pothole
64141576,2025-02-20T08:59:19.000,BROOKLYN,Plate Condition - Noisy
64143080,2025-02-20T09:03:31.000,BROOKLYN,"Rough, Pitted or Cracked Roads"
64143570,2025-02-20T09:04:20.000,BRONX,Cave-in
64139177,2025-02-20T09:06:36.000,QUEENS,Pothole
64141998,2025-02-20T09:07:23.000,STATEN ISLAND,Failed Street Repair
64143140,2025-02-20T09:08:39.000,MANHATTAN,Pothole
64139102,2025-02-20T09:10:54.000,QUEENS,Pothole
64141747,2025-02-20T09:11:39.000,QUEENS,Pothole
64136632,2025-02-20T09:14:09.000,QUEENS,Blocked - Construction
64135018,2025-02-20T09:14:28.000,QUEENS,Pothole
64141596,2025-02-20T09:14:36.000,QUEENS,Pothole
64135003,2025-02-20T09:14:47.000,QUEENS,Pothole
64143183,2025-02-20T09:14:47.000,BROOKLYN,Pothole
64143184,2025-02-20T09:15:35.000,QUEENS,Pothole
64137709,2025-02-20T09:17:09.000,BROOKLYN,Pothole
64144217,2025-02-20T09:18:08.000,QUEENS,Blocked - Construction
64139176,2025-02-20T09:21:01.000,QUEENS,Pothole
64143293,2025-02-20T09:23:22.000,BROOKLYN,Cave-in
64139178,2025-02-20T09:27:03.000,MANHATTAN,Pothole
64135360,2025-02-20T09:32:12.000,QUEENS,Cave-in
64138976,2025-02-20T09:33:03.000,QUEENS,Pothole
64139175,2025-02-20T09:35:51.000,STATEN ISLAND,Pothole
64141638,2025-02-20T09:48:45.000,QUEENS,Pothole
64135417,2025-02-20T09:50:13.000,BROOKLYN,Blocked - Construction
64141637,2025-02-20T09:50:31.000,QUEENS,Pothole
64135222,2025-02-20T09:52:45.000,QUEENS,Pothole
64136480,2025-02-20T09:54:47.000,BROOKLYN,Pothole
64143128,2025-02-20T09:57:42.000,QUEENS,Pothole
64137551,2025-02-20T09:59:37.000,QUEENS,Pothole
64139344,2025-02-20T10:03:11.000,BRONX,Pothole
64140416,2025-02-20T10:03:11.000,STATEN ISLAND,Pothole
64144462,2025-02-20T10:07:07.000,STATEN ISLAND,Pothole
64134046,2025-02-20T10:09:11.000,QUEENS,Failed Street Repair
64135219,2025-02-20T10:09:49.000,BRONX,Pothole
64136553,2025-02-20T10:13:05.000,QUEENS,Pothole
64135235,2025-02-20T10:19:10.000,BROOKLYN,Pothole
64135233,2025-02-20T10:20:25.000,QUEENS,Pothole
64140493,2025-02-20T10:24:33.000,STATEN ISLAND,Pothole
64140284,2025-02-20T10:25:28.000,QUEENS,Pothole
64137550,2025-02-20T10:26:06.000,QUEENS,Pothole
64139199,2025-02-20T10:29:23.000,QUEENS,Pothole
64135221,2025-02-20T10:33:55.000,QUEENS,Pothole
64140569,2025-02-20T10:35:38.000,BRONX,Line/Marking - Faded
64136649,2025-02-20T10:42:14.000,BROOKLYN,Cave-in
64143292,2025-02-20T10:42:51.000,MANHATTAN,Blocked - Construction
64137549,2025-02-20T10:43:27.000,QUEENS,Pothole
64136453,2025-02-20T10:54:52.000,BROOKLYN,Pothole
64135227,2025-02-20T11:02:21.000,QUEENS,Pothole
64136459,2025-02-20T11:02:25.000,BRONX,Pothole
64139332,2025-02-20T11:03:36.000,BROOKLYN,Cave-in
64143366,2025-02-20T11:04:32.000,BRONX,Pothole
64135199,2025-02-20T11:06:03.000,QUEENS,Pothole
64141595,2025-02-20T11:09:03.000,QUEENS,Pothole
64141783,2025-02-20T11:14:32.000,QUEENS,Pothole
64143127,2025-02-20T11:19:03.000,BRONX,Pothole
64143182,2025-02-20T11:24:00.000,MANHATTAN,Pothole
64135234,2025-02-20T11:26:58.000,BROOKLYN,Pothole
64139401,2025-02-20T11:33:48.000,QUEENS,Failed Street Repair
64139201,2025-02-20T11:38:27.000,BROOKLYN,Pothole
64140420,2025-02-20T11:39:46.000,BROOKLYN,Pothole
64139200,2025-02-20T11:43:12.000,MANHATTAN,Pothole
64141925,2025-02-20T11:46:50.000,BROOKLYN,Defective Hardware
64141785,2025-02-20T11:53:54.000,BROOKLYN,Pothole
64140199,2025-02-20T11:57:12.000,MANHATTAN,Crash Cushion Defect
64138015,2025-02-20T11:59:00.000,BROOKLYN,Pothole
64140419,2025-02-20T12:00:24.000,BROOKLYN,Pothole
64136650,2025-02-20T12:08:02.000,BROOKLYN,Failed Street Repair
64135232,2025-02-20T12:09:17.000,QUEENS,Pothole
64143181,2025-02-20T12:11:58.000,QUEENS,Pothole
64135198,2025-02-20T12:12:46.000,QUEENS,Pothole
64141698,2025-02-20T12:26:27.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
64136577,2025-02-20T12:28:05.000,QUEENS,Cave-in
64135109,2025-02-20T12:29:39.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
64142827,2025-02-20T12:31:48.000,BROOKLYN,Plate Condition - Noisy
64139269,2025-02-20T12:44:23.000,MANHATTAN,Line/Marking - After Repaving
64139503,2025-02-20T12:45:31.000,QUEENS,Cave-in
64141909,2025-02-20T12:48:59.000,QUEENS,Defective Hardware
64136265,2025-02-20T12:49:29.000,QUEENS,Pothole
64143571,2025-02-20T12:50:40.000,QUEENS,Defective Hardware
64138001,2025-02-20T12:52:11.000,QUEENS,Defective Hardware
64137852,2025-02-20T12:53:34.000,STATEN ISLAND,Pothole
64135676,2025-02-20T12:59:23.000,QUEENS,Cave-in
64135196,2025-02-20T13:02:47.000,BRONX,Pothole
64136451,2025-02-20T13:04:35.000,BRONX,Pothole
64143130,2025-02-20T13:06:32.000,BROOKLYN,Pothole
64135391,2025-02-20T13:07:58.000,MANHATTAN,Blocked - Construction
64154508,2025-02-20T13:20:18.000,BROOKLYN,Pothole
64138170,2025-02-20T13:23:41.000,QUEENS,"Rough, Pitted or Cracked Roads"
64140808,2025-02-20T13:34:37.000,BRONX,Cave-in
64135216,2025-02-20T13:42:55.000,QUEENS,Pothole
64139506,2025-02-20T13:46:30.000,MANHATTAN,Failed Street Repair
64153543,2025-02-20T13:46:32.000,BROOKLYN,Pothole
64148307,2025-02-20T13:47:26.000,BROOKLYN,Pothole
64147090,2025-02-20T13:47:37.000,QUEENS,Pothole
64151099,2025-02-20T13:47:59.000,QUEENS,Pothole
64152292,2025-02-20T13:48:16.000,BROOKLYN,Pothole
64149811,2025-02-20T13:48:24.000,QUEENS,Pothole
64144711,2025-02-20T13:48:51.000,QUEENS,Pothole
64137799,2025-02-20T13:50:07.000,MANHATTAN,Pothole
64136452,2025-02-20T13:54:09.000,QUEENS,Pothole
64140478,2025-02-20T13:54:47.000,STATEN ISLAND,Pothole
64134043,2025-02-20T13:55:56.000,QUEENS,Defective Hardware
64149597,2025-02-20T14:03:53.000,BROOKLYN,Pothole
64147100,2025-02-20T14:05:37.000,BROOKLYN,Pothole
64152288,2025-02-20T14:06:39.000,BROOKLYN,Pothole
64139198,2025-02-20T14:07:04.000,QUEENS,Pothole
64149802,2025-02-20T14:08:16.000,BROOKLYN,Pothole
64144719,2025-02-20T14:08:35.000,BROOKLYN,Pothole
64150931,2025-02-20T14:09:18.000,BROOKLYN,Pothole
64141927,2025-02-20T14:09:59.000,BROOKLYN,"Rough, Pitted or Cracked Roads"
64144714,2025-02-20T14:11:04.000,BROOKLYN,Pothole
64139507,2025-02-20T14:17:07.000,BRONX,Line/Marking - After Repaving
64136360,2025-02-20T14:19:47.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
64138808,2025-02-20T14:23:20.000,BROOKLYN,Plate Condition - Noisy
64145912,2025-02-20T14:25:23.000,QUEENS,Pothole
64152366,2025-02-20T14:25:58.000,QUEENS,Pothole
64144712,2025-02-20T14:26:18.000,QUEENS,Pothole
64139400,2025-02-20T14:35:08.000,BROOKLYN,Cave-in
64139179,2025-02-20T14:49:34.000,BROOKLYN,Pothole
64135361,2025-02-20T14:50:05.000,BROOKLYN,Defective Hardware
64135224,2025-02-20T14:51:36.000,BROOKLYN,Pothole
64138169,2025-02-20T14:55:10.000,BROOKLYN,Defective Hardware
64144479,2025-02-20T14:57:27.000,QUEENS,Pothole
64140551,2025-02-20T14:58:53.000,QUEENS,Cave-in
64140495,2025-02-20T15:04:12.000,MANHATTAN,Pothole
64141746,2025-02-20T15:17:18.000,STATEN ISLAND,Pothole
64134044,2025-02-20T15:18:52.000,BROOKLYN,Failed Street Repair
64136478,2025-02-20T15:37:09.000,BRONX,Pothole
64143294,2025-02-20T15:38:58.000,STATEN ISLAND,Failed Street Repair
64140599,2025-02-20T15:40:43.000,BRONX,Pothole
64141632,2025-02-20T15:46:49.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
64135226,2025-02-20T15:48:26.000,QUEENS,Pothole
64134055,2025-02-20T15:50:56.000,BROOKLYN,Defective Hardware
64134007,2025-02-20T15:52:21.000,QUEENS,Cave-in
64137962,2025-02-20T15:57:48.000,STATEN ISLAND,Cave-in
64135197,2025-02-20T15:57:49.000,QUEENS,Pothole
64140571,2025-02-20T15:58:01.000,QUEENS,"Rough, Pitted or Cracked Roads"
64139402,2025-02-20T16:06:00.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
64136648,2025-02-20T16:08:17.000,QUEENS,Cave-in
64143086,2025-02-20T16:12:38.000,QUEENS,Pothole
64140570,2025-02-20T16:21:14.000,QUEENS,"Rough, Pitted or Cracked Roads"
64141929,2025-02-20T16:24:26.000,STATEN ISLAND,Pothole
64136094,2025-02-20T16:26:55.000,QUEENS,Plate Condition - Noisy
64144464,2025-02-20T16:37:40.000,BROOKLYN,Pothole
64141838,2025-02-20T16:40:24.000,QUEENS,Defective Hardware
64141996,2025-02-20T16:43:11.000,BRONX,Blocked - Construction
64135220,2025-02-20T16:43:20.000,QUEENS,Pothole
64144440,2025-02-20T16:43:21.000,QUEENS,Pothole
64137853,2025-02-20T16:47:11.000,BROOKLYN,Pothole
64136479,2025-02-20T16:48:33.000,QUEENS,Pothole
64144443,2025-02-20T16:52:20.000,STATEN ISLAND,Pothole
64143210,2025-02-20T16:54:14.000,STATEN ISLAND,Dumpster - Construction Waste
64142895,2025-02-20T16:54:58.000,STATEN ISLAND,Pothole
64136724,2025-02-20T16:55:34.000,QUEENS,Failed Street Repair
64136460,2025-02-20T17:01:19.000,STATEN ISLAND,Pothole
64134045,2025-02-20T17:07:16.000,QUEENS,Failed Street Repair
64143367,2025-02-20T17:10:52.000,QUEENS,Pothole
64140613,2025-02-20T17:15:07.000,QUEENS,Blocked - Construction
64134025,2025-02-20T17:17:29.000,QUEENS,Cave-in
64144444,2025-02-20T17:26:05.000,QUEENS,Pothole
64138167,2025-02-20T17:30:59.000,QUEENS,Cave-in
64137833,2025-02-20T17:35:01.000,BROOKLYN,Pothole
64140479,2025-02-20T17:35:48.000,QUEENS,Pothole
64144498,2025-02-20T17:43:40.000,BROOKLYN,Pothole
64140600,2025-02-20T17:44:30.000,BROOKLYN,Pothole
64141784,2025-02-20T17:54:38.000,BROOKLYN,Pothole
64141930,2025-02-20T17:55:33.000,QUEENS,Pothole
64138943,2025-02-20T18:05:13.000,BRONX,Pothole
64137801,2025-02-20T18:09:51.000,BROOKLYN,Pothole
64137832,2025-02-20T18:11:26.000,BROOKLYN,Pothole
64143129,2025-02-20T18:12:52.000,BROOKLYN,Pothole
64144284,2025-02-20T18:17:10.000,BROOKLYN,Pothole
64140539,2025-02-20T18:21:06.000,STATEN ISLAND,Pothole
64141753,2025-02-20T18:28:42.000,QUEENS,Pothole
64139504,2025-02-20T18:29:41.000,QUEENS,Cave-in
64141836,2025-02-20T18:32:36.000,BROOKLYN,Blocked - Construction
64135393,2025-02-20T18:33:04.000,BROOKLYN,Failed Street Repair
64138014,2025-02-20T18:40:39.000,STATEN ISLAND,Pothole
64139197,2025-02-20T18:45:54.000,QUEENS,Pothole
64142198,2025-02-20T19:02:10.000,QUEENS,Cave-in
64144463,2025-02-20T19:31:17.000,QUEENS,Pothole
64135392,2025-02-20T20:14:45.000,QUEENS,Blocked - Construction
64141997,2025-02-20T20:19:14.000,QUEENS,Cave-in
64142784,2025-02-20T20:24:13.000,MANHATTAN,Plate Condition - Noisy
64141939,2025-02-20T20:49:02.000,BRONX,Dumpster - Construction Waste
64141926,2025-02-20T20:59:01.000,MANHATTAN,"Rough, Pitted or Cracked Roads"
64136578,2025-02-20T21:01:17.000,MANHATTAN,Defective Hardware
64136291,2025-02-20T21:09:57.000,BROOKLYN,Plate Condition - Noisy
64136552,2025-02-20T21:26:56.000,BRONX,Pothole
64141837,2025-02-20T21:36:58.000,QUEENS,Cave-in
64144497,2025-02-20T21:46:57.000,STATEN ISLAND,Pothole
64140561,2025-02-20T21:50:29.000,QUEENS,Defective Hardware
64142009,2025-02-20T22:21:34.000,QUEENS,Failed Street Repair
64153542,2025-02-20T22:52:22.000,QUEENS,Pothole
64148522,2025-02-20T22:56:21.000,QUEENS,Pothole
64144710,2025-02-20T22:57:20.000,QUEENS,Pothole
64149801,2025-02-20T22:59:01.000,QUEENS,Pothole
64153416,2025-02-20T23:00:22.000,QUEENS,Pothole
64147220,2025-02-20T23:01:22.000,QUEENS,Pothole
64137800,2025-02-20T23:06:39.000,BROOKLYN,Pothole
64143435,2025-02-20T23:11:14.000,QUEENS,"Rough, Pitted or Cracked Roads"
64140494,2025-02-20T23:16:01.000,QUEENS,Pothole
64137575,2025-02-20T23:17:59.000,QUEENS,Pothole
64142910,2025-02-21T01:04:23.000,QUEENS,Pothole
64137851,2025-02-21T02:23:14.000,BRONX,Pothole
